Accident_Index,Location_Easting,Location_Northing,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_District,Local_Authority_Highway,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Date_Time
201897LB00308,230188.0,737515.0,-4.760319,56.498968999999995,97,3,1,2,3,913,S12000035,3,82,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-08-28 06:30:00
201897LB00309,191578.0,740071.0,-5.388485,56.506381999999995,97,3,1,3,1,913,S12000035,3,828,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-02-09 15:58:00
201897LB00310,219663.0,727567.0,-4.924186,56.405799,97,2,2,1,3,913,S12000035,3,85,6,60,3,4,4,8074,0,0,1,1,1,0,0,2,1,,2018-02-10 14:32:00
201897LB00311,185954.0,730766.0,-5.472055,56.42041700000001,97,3,2,2,7,913,S12000035,3,85,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,,2018-03-11 15:55:00
201897LB00404,216747.0,675407.0,-4.935414,55.936678,97,2,2,3,5,913,S12000035,3,815,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-05-04 13:35:00
201897LB00406,223259.0,707343.0,-4.852421,56.225691000000005,97,3,2,2,1,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-03-06 14:45:00
201897LB00412,185817.0,730274.0,-5.4738690000000005,56.415942,97,2,1,1,1,913,S12000035,3,85,2,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,,2018-02-12 16:54:00
201897LB00507,128735.0,725112.0,-6.391176000000001,56.34038,97,2,1,2,5,913,S12000035,6,0,6,60,3,4,6,0,0,0,6,2,2,0,0,2,2,,2018-05-07 00:05:00
201897LB00511,195344.0,693900.0,-5.291563,56.093920999999995,97,2,3,2,1,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-04-11 19:30:00
201897LB00512,185653.0,688938.0,-5.443066,56.045173,97,3,2,1,6,913,S12000035,3,816,6,40,3,4,6,0,0,0,1,2,2,0,0,2,1,,2018-07-12 13:25:00
201897LB00602,184207.0,690719.0,-5.46767,56.060494999999996,97,3,1,1,4,913,S12000035,3,816,6,60,9,4,4,841,0,0,1,1,2,0,0,2,1,,2018-07-02 13:00:00
201897LB00607,186352.0,668628.0,-5.415767,55.863333999999995,97,3,2,1,5,913,S12000035,3,83,3,30,3,4,6,0,0,0,1,1,1,0,0,2,1,,2018-05-07 16:15:00
201897LB00612,202120.0,677099.0,-5.17044,55.946057999999994,97,3,1,1,6,913,S12000035,3,886,6,60,0,-1,-1,0,0,0,6,5,2,7,0,2,1,,2018-07-12 18:15:00
201897LB00701,171766.0,650603.0,-5.633252,55.695025,97,3,1,2,5,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-04-01 14:30:00
201897LB00804,185826.0,717253.0,-5.463108,56.29918000000001,97,3,1,1,4,913,S12000035,3,816,6,40,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-11-04 12:14:00
201897LB00809,190270.0,686152.0,-5.366905,56.02223000000001,97,3,1,1,3,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,6,5,2,0,0,2,1,,2018-11-09 04:40:00
201897LB00811,147796.0,752771.0,-6.110399,56.598766000000005,97,3,1,4,6,913,S12000035,4,8073,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,,2018-09-11 22:30:00
201897LB00903,225442.0,704247.0,-4.815219,56.198716000000005,97,3,3,4,5,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-03-15 16:59:00
201897LB00905,221251.0,727285.0,-4.898296,56.403873,97,2,1,1,1,913,S12000035,3,85,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,,2018-06-05 01:55:00
201897LB00906,196980.0,743470.0,-5.3035239999999995,56.539229000000006,97,3,1,1,7,913,S12000035,3,828,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-09-06 05:40:00
201897LB00911,185767.0,725915.0,-5.471115,56.376830000000005,97,3,2,1,7,913,S12000035,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-10-11 16:20:00
201897LB01010,184549.0,693602.0,-5.46451,56.086504000000005,97,3,1,1,2,913,S12000035,3,816,6,60,0,-1,-1,0,0,0,1,8,5,0,0,2,1,,2018-08-10 07:23:00
201897LB01011,134062.0,662801.0,-6.243354,55.78513,97,3,1,1,5,913,S12000035,3,846,6,60,0,-1,-1,0,0,0,6,9,2,0,0,2,2,,2018-08-11 17:30:00
201897LB01105,196877.0,712727.0,-5.281358,56.263447,97,3,1,1,2,913,S12000035,6,0,6,30,3,4,6,0,0,0,1,1,1,5,0,2,2,,2018-07-05 15:50:00
201897LB01108,185391.0,718721.0,-5.471319,56.312148,97,3,1,1,7,913,S12000035,3,816,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-11-08 16:30:00
201897LB01112,186042.0,729665.0,-5.4697309999999995,56.410582999999995,97,3,1,1,5,913,S12000035,3,816,6,30,9,4,6,0,0,0,1,4,1,0,0,1,1,,2018-12-13 08:50:00
201897LB01206,146988.0,755937.0,-6.126622,56.626699,97,3,2,2,5,913,S12000035,6,0,6,60,0,-1,-1,0,0,0,1,4,2,0,0,2,1,,2018-06-14 12:50:00
201897LB01207,230782.0,746291.0,-4.756403,56.577932999999994,97,3,1,1,3,913,S12000035,3,82,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-10-07 11:30:00
201897LB01210,191099.0,734605.0,-5.391872,56.45715,97,3,2,1,6,913,S12000035,3,828,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,,2018-05-10 10:30:00
201897LB01211,217911.0,677818.0,-4.9184339999999995,55.958754000000006,97,3,2,1,5,913,S12000035,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,,2018-11-15 11:25:00
201897LB01303,210368.0,705690.0,-5.058846,56.205895,97,2,3,2,4,913,S12000035,3,815,6,60,0,-1,-1,0,0,0,1,5,2,4,0,2,1,,2018-03-21 15:15:00
201897LB01305,166317.0,635415.0,-5.70686,55.556253000000005,97,2,2,2,3,913,S12000035,3,83,6,60,3,4,6,0,0,0,1,2,2,0,0,2,1,,2018-08-05 09:00:00
201897LB01308,185026.0,667931.0,-5.436362,55.85649300000001,97,2,1,3,2,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-13 16:20:00
201897LB01309,216495.0,680159.0,-4.942678,55.97922,97,2,2,1,3,913,S12000035,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,,2018-09-18 13:15:00
201897LB01311,171747.0,620725.0,-5.608876,55.427094,97,3,2,1,6,913,S12000035,3,83,6,30,9,4,6,0,0,0,4,1,2,0,0,1,1,,2018-11-16 17:25:00
201897LB01312,223020.0,727342.0,-4.869708,56.40505,97,3,2,2,7,913,S12000035,3,85,6,60,0,-1,-1,0,0,0,1,6,3,0,0,2,1,,2018-12-15 14:15:00
201897LB01407,196689.0,742801.0,-5.307725,56.533104,97,3,1,1,4,913,S12000035,3,828,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-11-07 08:20:00
201897LB01410,223575.0,727562.0,-4.860875,56.40723199999999,97,2,2,2,3,913,S12000035,3,85,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-09-10 07:45:00
201897LB01411,219172.0,709892.0,-4.919989,56.247025,97,3,1,1,5,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-11-15 20:03:00
201897LB01501,217224.0,677893.0,-4.929474,55.959166,97,3,2,1,5,913,S12000035,3,815,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-11-01 12:50:00
201897LB01505,186433.0,668621.0,-5.41447,55.86330699999999,97,2,1,1,4,913,S12000035,3,8015,6,30,3,4,6,0,0,0,1,2,2,0,0,2,1,,2018-09-05 14:35:00
201897LB01605,173326.0,653245.0,-5.610672,55.719448,97,3,1,1,6,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,5,2,0,0,2,1,,2018-11-05 14:30:00
201897LB01607,185611.0,729654.0,-5.476694,56.410289,97,3,2,1,3,913,S12000035,6,0,2,30,3,4,6,0,0,0,1,1,1,0,0,1,2,,2018-10-07 16:37:00
201897LB01608,197024.0,743666.0,-5.302963,56.541006,97,2,2,2,6,913,S12000035,3,828,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-08-17 14:05:00
201897LB01611,185891.0,730163.0,-5.472581,56.414981000000004,97,3,1,1,7,913,S12000035,6,0,2,30,3,4,3,85,0,4,1,1,1,0,0,1,1,,2018-11-17 14:10:00
201897LB01612,226998.0,703696.0,-4.789813,56.194339,97,3,2,2,4,913,S12000035,3,83,6,50,3,4,6,0,0,0,1,1,2,0,0,2,1,,2018-12-19 11:26:00
201897LB01704,166277.0,632363.0,-5.704915,55.52886899999999,97,3,2,2,7,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-04-21 11:26:00
201897LB01707,177891.0,627636.0,-5.5175019999999995,55.491899,97,3,1,1,7,913,S12000035,4,842,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-07-14 10:10:00
201897LB01709,185861.0,730329.0,-5.473202,56.416456000000004,97,3,1,1,2,913,S12000035,3,85,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-09-24 15:50:00
201897LB01710,229760.0,739638.0,-4.7686519999999994,56.517865,97,2,3,1,1,913,S12000035,3,82,6,60,7,4,6,0,0,0,1,1,1,0,0,2,1,,2018-10-14 14:30:00
201897LB01712,208553.0,664418.0,-5.058619,55.834892,97,3,2,1,4,913,S12000035,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,,2018-12-19 10:00:00
201897LB01802,186569.0,686361.0,-5.426337999999999,56.02247,97,3,1,1,1,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,3,2,0,0,2,1,,2018-11-02 16:30:00
201897LB01804,210632.0,661209.0,-5.023238,55.806920999999996,97,2,2,1,7,913,S12000035,3,844,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-04-21 14:00:00
201897LB01805,185970.0,729018.0,-5.4703669999999995,56.404749,97,3,3,1,5,913,S12000035,3,816,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,,2018-10-05 12:40:00
201897LB01807,174264.0,717339.0,-5.649630999999999,56.294589,97,3,1,1,7,913,S12000035,4,844,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,,2018-07-14 13:05:00
201897LB01809,183241.0,728137.0,-5.513774,56.395604000000006,97,3,1,1,1,913,S12000035,6,0,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-09-23 03:00:00
201897LB01810,184790.0,714564.0,-5.477625,56.274597,97,1,2,2,2,913,S12000035,3,816,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,2018-10-15 07:30:00
201897LB01901,218412.0,678075.0,-4.910593,55.96125,97,3,1,1,4,913,S12000035,3,815,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,,2018-10-01 17:00:00
201897LB01903,218113.0,710408.0,-4.93741,56.251251,97,3,1,1,3,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-03-27 08:11:00
201897LB01905,215179.0,683468.0,-4.966012999999999,56.008405,97,2,2,2,1,913,S12000035,3,815,6,60,8,4,6,0,0,0,1,1,1,0,0,2,1,,2018-05-13 14:10:00
201897LB01907,192897.0,749039.0,-5.37425,56.587392,97,2,1,1,1,913,S12000035,3,828,3,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-07-15 14:10:00
201897LB02006,186673.0,670350.0,-5.4120040000000005,55.878919999999994,97,2,1,2,1,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,,2018-06-17 22:15:00
201897LB02008,201018.0,730671.0,-5.228196,56.426155,97,3,1,1,1,913,S12000035,3,85,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,,2018-08-19 01:40:00
201897LB02010,171408.0,620254.0,-5.613835,55.422713,97,3,3,1,4,913,S12000035,4,842,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-10-17 13:00:00
201897LB02104,191703.0,688944.0,-5.346124,56.047897,97,1,2,1,7,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-04-21 14:25:00
201897LB02109,183095.0,697078.0,-5.490655,56.11701899999999,97,3,1,1,5,913,S12000035,3,816,6,60,0,-1,-1,0,0,0,1,5,2,0,0,2,1,,2018-09-27 09:30:00
201897LB02110,215709.0,671802.0,-4.949548,55.903934,97,3,1,2,4,913,S12000035,3,815,2,30,3,4,6,0,0,0,1,1,1,0,0,2,1,,2018-10-17 16:53:00
201897LB02112,133559.0,661227.0,-6.249814,55.77075,97,2,1,1,7,913,S12000035,3,846,6,60,0,-1,-1,0,0,0,6,2,2,0,0,2,1,,2018-12-29 18:50:00
201897LB02201,217262.0,677271.0,-4.928444,55.9536,97,3,2,1,3,913,S12000035,3,885,6,30,3,4,4,8043,0,0,4,3,3,0,0,1,1,,2018-01-16 08:00:00
201897LB02209,192471.0,691275.0,-5.335623,56.069138,97,3,1,1,5,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-09-27 13:45:00
201897LB02212,132985.0,661081.0,-6.258795,55.769126,97,3,1,1,1,913,S12000035,3,846,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-12-30 02:03:00
201897LB02305,185703.0,678804.0,-5.434183999999999,55.95431,97,3,2,1,3,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-05-15 09:00:00
201897LB02310,190486.0,686414.0,-5.36365,56.024674,97,3,1,1,7,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,1,2,6,0,2,1,,2018-10-20 11:00:00
201897LB02311,185285.0,668071.0,-5.432343,55.857864,97,3,2,1,6,913,S12000035,3,83,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,,2018-11-30 15:10:00
201897LB02401,219436.0,712545.0,-4.917547,56.27093000000001,97,2,4,2,3,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,3,3,0,0,2,1,,2018-01-16 10:05:00
201897LB02411,217187.0,676998.0,-4.929458,55.951122,97,3,2,1,2,913,S12000035,4,8042,6,30,3,3,6,0,0,0,1,1,2,0,0,1,1,,2018-11-26 11:20:00
201897LB02501,202259.0,700805.0,-5.185719000000001,56.158774,97,3,2,1,5,913,S12000035,3,83,6,50,0,-1,-1,0,0,0,6,3,4,0,0,2,1,,2018-01-18 07:20:00
201897LB02506,228038.0,731031.0,-4.790923,56.440006999999994,97,2,1,1,4,913,S12000035,3,85,6,60,0,-1,-1,0,0,0,1,4,1,0,0,2,1,,2018-06-20 18:10:00
201897LB02507,192892.0,749046.0,-5.374337000000001,56.587452,97,2,1,1,5,913,S12000035,3,828,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-07-19 11:35:00
201897LB02601,198440.0,732208.0,-5.271108,56.438846999999996,97,3,2,1,5,913,S12000035,3,85,6,60,0,-1,-1,0,0,0,6,3,3,0,0,2,1,,2018-01-18 23:38:00
201897LB02602,198026.0,738219.0,-5.282465,56.492583999999994,97,3,2,2,1,913,S12000035,4,845,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-02-25 14:40:00
201897LB02707,213673.0,695815.0,-4.998727,56.118602,97,2,1,2,7,913,S12000035,3,815,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-07-21 15:39:00
201897LB02710,217285.0,677483.0,-4.92822,55.955511,97,3,1,1,6,913,S12000035,3,885,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-10-26 14:50:00
201897LB02711,167679.0,639564.0,-5.688805,55.594106000000004,97,1,1,1,3,913,S12000035,3,83,6,40,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-11-27 15:10:00
201897LB02807,164210.0,647186.0,-5.750261,55.660777,97,2,1,1,7,913,S12000035,5,0,6,60,0,-1,-1,0,0,0,6,9,2,0,0,2,1,,2018-07-21 00:05:00
201897LB02810,181405.0,721564.0,-5.537987,56.335818999999994,97,3,2,2,1,913,S12000035,4,844,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,2018-10-28 21:30:00
201897LB03002,174805.0,717221.0,-5.640807,56.293788,97,3,2,1,3,913,S12000035,4,844,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-02-27 15:45:00
201897LB03006,217150.0,677498.0,-4.930389,55.955594,97,3,2,2,5,913,S12000035,6,0,6,30,9,4,6,0,0,0,1,2,2,0,0,2,1,,2018-06-14 09:05:00
201897LB03007,185980.0,670717.0,-5.42335,55.881904000000006,97,3,4,1,6,913,S12000035,3,83,6,60,3,4,4,8024,0,0,1,1,2,0,0,2,1,,2018-07-20 15:10:00
201897LB03010,216236.0,680446.0,-4.947019,55.981696,97,3,2,1,2,913,S12000035,6,0,6,30,3,4,3,815,0,0,1,8,1,0,0,1,2,,2018-10-29 10:20:00
201897LB03102,185906.0,729823.0,-5.47206,56.411938,97,3,2,1,3,913,S12000035,3,816,9,30,9,4,3,85,0,0,1,1,1,0,0,1,1,,2018-02-27 17:50:00
201897LB03105,212537.0,709256.0,-5.026455,56.238748,97,3,2,1,5,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,1,1,0,2,2,1,,2018-05-24 09:00:00
201897LB03108,185120.0,686213.0,-5.449423,56.020495999999994,97,3,2,1,3,913,S12000035,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,2,1,,2018-08-28 06:30:00
201897LB03302,167829.0,624362.0,-5.673687,55.457866,97,3,1,1,4,913,S12000035,3,83,3,60,0,-1,-1,0,0,0,1,1,4,0,0,2,1,,2018-02-28 08:05:00
201897LB03307,170795.0,648490.0,-5.646901000000001,55.675621,97,3,1,1,4,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-07-25 18:20:00
201897LB03308,179907.0,692603.0,-5.538139,56.07543199999999,97,2,1,1,4,913,S12000035,4,8025,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-29 19:30:00
201897LB03406,193095.0,748885.0,-5.370908999999999,56.586098,97,2,2,1,5,913,S12000035,3,828,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-06-28 14:55:00
201897LB03408,167394.0,623342.0,-5.679698999999999,55.448513,97,3,2,1,5,913,S12000035,6,0,3,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-30 14:00:00
201897LB03705,214382.0,686075.0,-4.980580000000001,56.031488,97,3,1,1,3,913,S12000035,3,815,6,60,0,-1,-1,0,0,0,1,1,1,0,7,2,1,,2018-05-29 21:21:00
201897LB03707,207263.0,657743.0,-5.074456,55.774492,97,3,1,3,7,913,S12000035,3,844,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-07-28 12:30:00
201897LB03805,171820.0,619896.0,-5.6070459999999995,55.41969399999999,97,3,1,1,4,913,S12000035,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-05-30 15:52:00
201897LB03905,186075.0,729334.0,-5.468927,56.407630000000005,97,3,1,1,3,913,S12000035,6,0,6,30,3,4,3,816,1,1,1,1,1,0,0,1,1,,2018-05-29 14:20:00
201897LB03907,209488.0,725919.0,-5.0876220000000005,56.38701999999999,97,2,1,1,1,913,S12000035,3,85,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-07-29 18:02:00
201897LB04001,217436.0,676708.0,-4.92528,55.948614,97,2,1,1,7,913,S12000035,3,885,2,30,0,-1,-1,0,0,0,1,4,2,0,0,1,1,,2018-01-27 13:50:00
201897LB04107,185763.0,678674.0,-5.433122,55.953171,97,3,1,2,3,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-07-31 15:00:00
201897LB04307,211278.0,708827.0,-5.046432,56.234401,97,3,1,1,6,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-07-13 16:00:00
201897LB04501,186642.0,670386.0,-5.412527,55.879229,97,3,1,1,4,913,S12000035,3,83,6,60,0,-1,-1,0,0,0,1,3,3,0,0,2,1,,2018-01-31 08:40:00
201897LB70107,209292.0,726014.0,-5.090861,56.38779399999999,97,2,2,1,1,913,S12000035,3,85,6,50,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-01-07 10:30:00
201897NA00102,273619.0,663885.0,-4.020306,55.851547,97,3,2,1,5,932,S12000044,3,725,6,30,6,2,4,753,0,4,4,1,1,0,0,1,1,,2018-01-02 20:20:00
201897NA00105,276362.0,665451.0,-3.977236,55.866319999999995,97,3,3,1,4,932,S12000044,6,0,6,30,1,4,3,89,0,0,1,1,2,0,0,1,1,,2018-02-05 11:40:00
201897NA00107,273608.0,664147.0,-4.0206040000000005,55.853896999999996,97,3,2,1,3,932,S12000044,3,725,1,30,1,4,4,753,0,0,4,1,1,0,0,1,1,,2018-03-07 00:45:00
201897NA00110,277756.0,664762.0,-3.9546639999999997,55.860489,97,3,2,1,5,932,S12000044,4,8058,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,,2018-04-10 17:43:00
201897NA00111,273542.0,665230.0,-4.022163,55.863604,97,3,1,1,5,932,S12000044,4,804,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,,2018-01-11 13:00:00
201897NA00112,272398.0,671457.0,-4.043368,55.919215,97,3,2,1,1,932,S12000044,6,0,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-02-12 14:00:00
201897NA00201,272166.0,668593.0,-4.0457220000000005,55.893437,97,3,1,1,1,932,S12000044,6,0,1,30,1,4,4,804,0,0,4,1,1,0,0,2,1,,2018-07-01 00:45:00
201897NA00202,274946.0,666430.0,-4.000299,55.874745999999995,97,3,1,1,6,932,S12000044,6,0,6,30,0,-1,-1,0,0,0,1,1,4,0,0,2,1,,2018-02-02 09:30:00
201897NA00207,270709.0,664647.0,-4.067118,55.857617000000005,97,3,2,1,3,932,S12000044,3,89,3,30,1,4,6,0,0,0,1,1,1,0,0,2,1,,2018-03-07 09:10:00
201897NA00208,275443.0,665391.0,-3.991883,55.865545,97,3,3,2,6,932,S12000044,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-10-08 20:05:00
201897NA00211,276727.0,664859.0,-3.971137,55.861098,97,3,2,2,5,932,S12000044,6,0,6,30,3,4,6,0,0,0,4,4,1,0,0,1,2,,2018-01-11 19:45:00
201897NA00212,279541.0,666758.0,-3.927051,55.878862,97,2,2,2,7,932,S12000044,3,89,6,30,0,-1,-1,0,0,0,4,1,2,4,0,1,1,,2018-01-12 05:05:00
201897NA00301,273056.0,665281.0,-4.029947,55.86393399999999,97,3,2,1,5,932,S12000044,4,803,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,,2018-11-01 17:15:00
201897NA00302,278169.0,663110.0,-3.9473269999999996,55.845758999999994,97,3,2,1,5,932,S12000044,4,799,6,30,6,2,3,73,0,5,1,9,1,0,0,1,2,,2018-01-02 12:00:00
201897NA00305,273609.0,664881.0,-4.02093,55.860488000000004,97,3,2,1,1,932,S12000044,3,725,1,30,1,4,6,0,0,0,4,1,1,0,0,1,1,,2018-06-05 23:50:00
201897NA00309,277031.0,665044.0,-3.966368,55.862837,97,3,2,1,4,932,S12000044,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-12-09 15:50:00
201897NA00310,276726.0,666174.0,-3.9717519999999995,55.87290600000001,97,3,3,2,1,932,S12000044,6,0,6,20,3,4,6,0,0,0,1,2,2,0,0,1,1,,2018-07-10 14:00:00
201897NA00401,279181.0,666547.0,-3.9327080000000003,55.876877,97,2,2,1,3,932,S12000044,3,89,6,30,3,4,6,0,0,0,4,3,4,0,0,1,1,,2018-09-01 23:37:00
201897NA00402,275886.0,665642.0,-3.984924,55.867913,97,3,1,1,4,932,S12000044,4,8010,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,2018-07-02 10:40:00
201897NA00404,278529.0,664404.0,-3.942161,55.85746999999999,97,3,2,1,5,932,S12000044,6,0,6,60,0,-1,-1,0,0,0,1,1,4,0,0,1,1,,2018-05-04 07:20:00
201897NA00405,276605.0,666265.0,-3.973726,55.873692000000005,97,3,2,2,2,932,S12000044,3,8010,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-07-05 10:05:00
201897NA00406,273371.0,664819.0,-4.024701,55.859868000000006,97,3,2,1,2,932,S12000044,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-04-06 16:00:00
201897NA00407,276439.0,666943.0,-3.976687,55.879737,97,3,2,1,4,932,S12000044,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,,2018-04-07 21:00:00
201897NA00408,271496.0,666113.0,-4.05525,55.870991000000004,97,3,2,1,4,932,S12000044,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-15 19:00:00
201897NA00409,273499.0,665032.0,-4.022757,55.861815,97,3,2,1,4,932,S12000044,4,804,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,,2018-12-09 23:20:00
201897NA00410,273981.0,665256.0,-4.015166000000001,55.863952000000005,97,3,1,1,7,932,S12000044,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,,2018-06-10 19:13:00
201897NA00411,277249.0,664250.0,-3.9625269999999997,55.855763,97,3,4,1,2,932,S12000044,3,73,6,30,3,4,4,8058,0,0,1,1,1,0,0,1,1,,2018-12-11 10:05:00
201897NA00412,272920.0,663603.0,-4.031331,55.848831000000004,97,3,2,1,2,932,S12000044,4,753,6,30,3,4,6,0,0,0,7,2,2,0,0,1,1,,2018-03-12 16:10:00
201897NA00501,271216.0,663661.0,-4.058555999999999,55.848898999999996,97,3,2,1,7,932,S12000044,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-01-13 15:50:00
201897NA00505,279419.0,666695.0,-3.928972,55.878266,97,3,2,2,7,932,S12000044,3,89,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-05-05 17:22:00
201897NA00507,271325.0,664501.0,-4.057215,55.856471,97,3,2,1,6,932,S12000044,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,2,1,,2018-07-13 09:25:00
201897NA00509,273543.0,665218.0,-4.022142,55.863496,97,2,1,1,6,932,S12000044,4,804,6,30,3,4,6,0,0,4,1,2,2,0,0,1,1,,2018-09-14 15:45:00
201897NA00602,275387.0,665345.0,-3.992756,55.865117000000005,97,3,1,2,7,932,S12000044,6,0,3,30,0,-1,-1,0,0,8,4,2,2,0,0,1,1,,2018-10-02 21:00:00
201897NA00603,277047.0,662851.0,-3.965117,55.843149,97,2,1,1,1,932,S12000044,4,802,6,30,0,-1,-1,0,0,0,4,1,1,1,0,1,1,,2018-11-03 20:30:00
