Accident_Index,Location_Easting,Location_Northing,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Local_Authority_District,Local_Authority_Highway,1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Date_Time
2018010091325,,,,,1,3,1,1,6,2,E09000007,3,201,9,30,6,-1,4,500,-1,-1,4,1,1,0,-1,3,2,,2018-09-02 06:47:00
2018010103208,,,,,1,3,2,1,7,2,E09000007,4,400,6,20,6,2,3,201,0,5,4,1,1,0,0,3,1,,2018-04-21 22:30:00
2018010125905,,,,,1,3,1,1,4,17,E09000025,6,0,9,30,0,-1,-1,0,-1,0,4,1,1,0,0,3,2,,2018-08-08 17:08:00
2018010128977,,,,,1,3,2,4,7,15,E09000016,5,0,3,40,7,4,5,0,0,0,1,1,2,0,0,3,1,,2018-08-25 15:48:00
201801T266389,,,,,1,3,1,1,7,5,E09000030,3,100,6,30,3,4,6,0,0,4,4,2,2,0,0,3,1,,2018-01-13 17:53:00
201801T278015,,,,,1,2,2,1,2,5,E09000030,3,100,6,30,0,-1,-1,0,0,0,4,1,1,0,0,3,1,,2018-05-02 18:35:00
201804WA18275,,,,,4,2,1,1,5,71,E06000009,3,584,6,30,3,2,3,586,0,4,1,1,1,0,0,3,1,,2018-05-31 19:50:00
201804WD18087,,,,,4,3,1,2,7,85,E10000017,4,5266,6,30,0,-1,-1,0,0,0,4,1,1,0,0,3,1,,2018-05-26 22:30:00
201804WD18117,,,,,4,2,3,2,6,85,E10000017,3,585,6,40,9,4,6,0,0,5,1,1,1,0,0,3,1,,2018-06-29 12:00:00
2018051800775,326899.0,384600.0,-3.099698,53.353226,5,1,1,1,6,95,E08000015,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01007286,
2018051801392,334258.0,384238.0,-2.989084,53.350941000000006,5,3,2,1,4,95,E08000015,3,41,3,40,0,-1,-1,0,0,0,5,1,1,0,0,1,1,E01007140,
2018051801805,,,,,5,3,2,1,3,93,E08000014,3,565,6,30,0,-1,-1,0,0,0,1,1,1,0,0,3,1,,2018-07-31 14:40:00
2018051801831,339910.0,391361.0,-2.9055459999999997,53.415631999999995,5,2,3,2,7,91,E08000012,3,57,3,40,6,2,3,5058,0,5,4,1,1,0,0,1,1,E01006569,
2018051802306,348223.0,391814.0,-2.780561,53.420586,5,2,1,1,6,92,E08000013,6,0,6,30,3,4,3,57,0,0,4,1,1,0,0,1,2,E01006891,
2018051840732,332924.0,416616.0,-3.016053,53.641753,5,2,1,1,3,93,E08000014,4,5208,6,30,3,4,3,565,0,0,4,9,-1,0,0,1,3,E01006972,
201806A144367,383632.0,397515.0,-2.248066,53.474123999999996,6,3,2,1,1,102,E08000003,3,5103,6,30,6,2,4,6469,0,5,4,1,1,0,0,1,2,E01033656,
2018100274545,,,,,10,3,3,1,4,150,E08000024,3,1231,6,30,9,2,6,0,0,4,1,1,1,0,0,3,1,,2018-07-03 14:18:00
2018121800458,,,,,12,2,3,2,1,187,E10000023,3,19,6,60,0,-1,-1,0,0,0,1,1,1,0,0,3,1,,2018-04-11 06:45:00
2018121800577,,,,,12,3,3,2,4,189,E06000014,6,0,6,30,0,-1,6,0,0,0,1,1,1,0,0,3,1,,2018-11-14 13:21:00
2018121800632,,,,,12,3,1,1,1,180,E10000023,3,169,6,60,0,-1,-1,0,0,0,6,4,2,0,0,3,2,,2018-02-12 20:52:00
2018121800676,,,,,12,2,1,2,3,180,E10000023,3,169,6,60,0,-1,-1,0,0,0,6,7,2,0,0,3,1,,2018-12-25 16:18:00
2018121900210,,,,,12,2,1,4,7,187,E10000023,4,1222,6,60,3,4,6,0,0,0,4,1,1,0,0,3,1,,2018-11-24 18:00:00
2018121900348,,,,,12,3,1,1,5,180,E10000023,3,170,6,60,0,-1,-1,0,0,0,6,1,1,0,0,3,1,,2018-11-10 00:01:00
2018121900539,,,,,12,3,2,1,4,187,E10000023,3,162,6,60,3,4,6,0,0,0,1,1,1,0,0,3,1,,2018-10-17 17:00:00
2018135490001,431896.0,430385.0,-1.51758,53.768855,13,2,1,4,2,204,E08000035,3,61,1,50,1,4,3,639,0,0,4,1,1,0,0,2,1,E01011469,
2018135630913,415376.0,434797.0,-1.7679880000000001,53.809254,13,3,2,2,1,200,E08000032,6,0,6,30,3,2,6,0,0,0,4,1,1,0,0,1,2,E01010679,
2018140289222,,,,,14,2,2,1,4,215,E08000019,4,6054,6,60,0,-1,-1,0,0,0,1,1,1,0,0,3,1,,2018-04-18 16:28:00
2018200353727,,,,,20,3,2,1,4,307,E08000030,1,6,3,70,0,-1,-1,0,0,0,1,9,1,0,0,3,2,,2018-05-12 08:40:00
2018210334055,,,,,21,3,3,1,2,257,E06000021,3,500,7,50,1,4,1,6,0,0,1,1,1,0,0,3,2,,2018-09-24 12:21:00
2018210342662,,,,,21,2,1,1,1,251,E10000028,3,51,6,40,9,4,6,0,0,0,4,1,1,0,0,3,1,,2018-05-08 03:33:00
2018210348967,,,,,21,3,2,1,5,256,E10000028,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,3,2,,2018-11-22 18:30:00
2018360261975,,,,,36,3,5,1,6,401,E10000020,3,47,3,70,3,4,-1,-1,0,0,1,1,1,0,0,3,2,,2018-12-01 06:55:00
2018370331560,,,,,37,3,2,1,7,416,E10000029,6,0,6,30,3,2,6,0,0,5,1,1,1,0,0,3,1,,2018-09-15 17:00:00
2018410323484,,,,,41,3,2,1,6,437,E10000015,3,405,2,50,3,4,6,0,0,0,1,1,1,0,0,3,1,,2018-07-27 10:45:00
2018420264913,,,,,42,1,1,1,1,452,E10000012,6,0,9,60,0,-1,-1,0,0,0,6,1,2,0,0,3,1,,2018-04-02 16:53:00
2018420347396,,,,,42,2,1,2,3,453,E10000012,3,13,6,30,0,-1,-1,0,0,0,4,2,2,0,0,3,2,,2018-11-27 01:16:00
2018450280918,,,,,45,3,1,1,5,517,E10000030,3,123,6,60,0,-1,-1,0,0,0,1,8,2,0,0,3,2,,2018-03-22 07:02:00
2018450312103,,,,,45,3,2,2,7,514,E10000030,3,30,7,70,5,4,1,25,0,0,1,1,1,0,0,3,1,,2018-07-21 09:56:00
201846T333561,,,,,46,3,2,2,1,544,E06000035,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,3,2,,2018-02-09 01:24:00
201846T334714,,,,,46,3,2,1,6,544,E06000035,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,3,2,,2018-08-31 17:09:00
2018480293939,,,,,48,3,1,1,5,3,E09000019,3,201,6,20,6,2,6,0,0,5,1,1,1,0,0,3,2,,2018-03-22 18:00:00
2018480335984,,,,,48,3,1,1,6,4,E09000012,3,10,6,20,3,4,6,0,0,4,4,1,2,0,0,3,1,,2018-05-01 00:20:00
2018500285814,,,,,50,3,2,2,2,584,E10000008,3,379,6,60,0,-1,-1,0,0,0,1,1,2,0,0,3,1,,2018-09-04 13:37:00
2018521802010,354603.0,186129.0,-2.6564349999999997,51.57219,52,3,1,1,6,612,E06000025,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,2,1,E01014953,
2018521804168,,,,,52,2,2,1,3,601,E06000023,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,3,1,,2018-12-06 20:05:00
2018521808675,,,,,52,3,2,1,3,612,E06000025,6,0,9,20,9,4,6,0,0,0,1,1,1,0,0,3,2,,2018-11-12 12:45:00
2018521902558,,,,,52,3,2,2,6,612,E06000025,3,368,9,60,3,4,-1,-1,0,0,1,1,2,0,0,3,1,,2018-12-14 12:25:00
201860W123868,254135.0,371027.0,-4.185986,53.216237,60,1,2,1,6,720,W06000001,3,55,6,50,0,-1,-1,0,0,0,4,1,1,0,0,2,1,,2018-08-31 01:46:00
2018621800393,,,,,62,3,1,2,6,743,W06000012,3,4107,6,40,0,-1,-1,0,0,0,6,1,1,0,2,3,1,,2018-01-19 19:21:00
201891NE00620,255720.0,849615.0,-4.410222,57.513636,91,2,1,1,7,927,S12000017,3,862,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-01-13 17:35:00
201891NE00689,270555.0,869048.0,-4.1731739999999995,57.692552,91,3,2,1,2,927,S12000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-01-15 14:28:00
201891NE00947,270710.0,868784.0,-4.170433999999999,57.690227,91,3,2,2,7,927,S12000017,6,0,6,30,3,3,6,0,0,0,1,1,2,0,0,1,1,,2018-01-20 15:00:00
201891NE01184,265029.0,869808.0,-4.26622,57.697748,91,3,1,1,4,927,S12000017,6,0,6,20,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,2018-01-24 16:00:00
201891NE01596,278514.0,881020.0,-4.045823,57.802240000000005,91,2,3,3,6,927,S12000017,3,9,6,60,9,4,4,9174,0,0,1,1,1,0,0,2,1,,2018-02-02 13:10:00
201891NE02147,240211.0,859803.0,-4.675516,57.599842,91,1,2,2,1,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-02-25 14:00:00
201891NE02595,204141.0,908307.0,-5.317817,58.020576,91,1,1,2,2,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-03-26 15:42:00
201891NE02892,278516.0,881030.0,-4.045794,57.802330000000005,91,3,2,5,5,927,S12000017,3,9,6,60,3,4,4,9174,0,0,1,1,1,0,0,2,1,,2018-12-04 11:30:00
201891NE02893,255568.0,855840.0,-4.416454,57.569454,91,2,2,1,5,927,S12000017,4,9163,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,,2018-12-04 08:49:00
201891NE02911,258988.0,864336.0,-4.364279,57.646784,91,3,2,1,6,927,S12000017,6,0,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,,2018-04-13 09:15:00
201891NH01030,,,,,91,3,1,2,5,941,S12000013,3,859,6,60,0,-1,-1,0,0,0,1,2,2,0,0,3,1,,2018-03-05 18:45:00
201891NJ00040,336122.0,973177.0,-3.102154,58.64173100000001,91,3,1,1,3,927,S12000017,3,836,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-02-01 16:00:00
201891NJ00069,310106.0,966381.0,-3.547476,58.5761,91,3,1,1,5,927,S12000017,4,874,6,60,3,4,6,0,0,0,6,1,2,0,0,2,1,,2018-04-01 00:52:00
201891NJ00313,315298.0,960732.0,-3.4561260000000003,58.526426,91,2,2,2,3,927,S12000017,3,9,6,60,6,4,4,874,0,0,1,1,3,0,0,2,1,,2018-01-16 15:06:00
201891NJ00362,336916.0,969195.0,-3.087367,58.606092000000004,91,3,1,1,5,927,S12000017,3,99,6,60,0,-1,-1,0,0,0,1,3,3,0,0,2,1,,2018-01-18 08:54:00
201891NJ00549,309810.0,966259.0,-3.5525160000000002,58.574943000000005,91,3,2,3,7,927,S12000017,6,0,3,60,9,4,6,0,0,0,1,5,2,0,0,2,1,,2018-01-27 13:30:00
201891NJ01290,319811.0,934437.0,-3.3694669999999998,58.291188,91,1,1,1,6,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,8,1,0,0,2,1,,2018-03-30 12:49:00
201891NJ01389,329601.0,957955.0,-3.20974,58.504041,91,2,1,1,2,927,S12000017,3,876,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-04-16 14:50:00
201891NJ02306,311486.0,968101.0,-3.524428,58.591825,91,3,1,1,4,927,S12000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,2018-08-22 10:30:00
201891NL00178,446328.0,1143041.0,-1.166974,60.169206,91,1,1,1,3,936,S12000027,3,970,6,40,0,-1,-1,0,0,8,1,1,2,0,0,1,1,,2018-01-16 11:23:00
201891NL00183,440623.0,1167351.0,-1.264894,60.38806700000001,91,3,2,1,4,936,S12000027,3,968,6,60,0,-1,-1,0,0,0,1,6,3,0,0,2,1,,2018-01-17 08:55:00
201891NL00348,440488.0,1139226.0,-1.272958,60.135573,91,1,1,1,4,936,S12000027,6,0,9,20,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-01-31 11:36:00
201891NM00126,281309.0,803839.0,-3.961353,57.110122,91,3,2,1,7,927,S12000017,3,9,3,70,0,-1,-1,0,0,0,1,1,3,0,0,2,1,,2018-06-01 09:15:00
201891NM00131,292560.0,855462.0,-3.7982160000000005,57.576378000000005,91,2,2,3,7,927,S12000017,3,96,6,60,3,4,4,9101,0,0,1,1,1,0,0,2,1,,2018-06-01 15:32:00
201891NM00171,283399.0,854435.0,-3.950811,57.564885,91,3,2,2,2,927,S12000017,3,96,6,60,3,4,6,0,0,0,6,1,2,4,0,2,1,,2018-08-01 16:40:00
201891NM00383,289969.0,815302.0,-3.823514,57.215194999999994,91,3,3,1,5,927,S12000017,3,9,6,60,5,4,3,95,0,0,6,1,2,0,0,2,1,,2018-01-18 18:06:00
201891NM00401,294259.0,855884.0,-3.7700050000000003,57.580567,91,3,5,3,6,927,S12000017,3,96,6,60,9,4,6,0,0,0,1,1,1,0,0,2,1,,2018-01-19 12:27:00
201891NM00477,,,,,91,3,2,1,2,927,S12000017,4,970,6,60,0,-1,-1,0,0,0,1,1,1,0,0,3,1,,2018-01-22 15:19:00
201891NM00696,295553.0,847444.0,-3.74475,57.505092000000005,91,3,1,1,4,927,S12000017,3,939,6,60,0,-1,-1,0,0,0,1,3,3,0,0,2,1,,2018-01-31 15:45:00
201891NM00726,283970.0,854785.0,-3.94144,57.568174,91,3,2,1,6,927,S12000017,3,96,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-02-02 06:55:00
201891NM00776,270448.0,797111.0,-4.1370629999999995,57.04679300000001,91,3,2,1,1,927,S12000017,4,9150,6,60,8,4,6,0,0,0,6,1,1,0,0,2,1,,2018-04-02 18:00:00
201891NM00892,289901.0,815402.0,-3.8246830000000003,57.216077,91,3,2,3,5,927,S12000017,3,95,6,60,5,4,3,9,0,0,1,3,4,0,0,2,1,,2018-02-15 09:47:00
201891NM01017,288344.0,856810.0,-3.869293,57.587456,91,3,2,1,6,927,S12000017,5,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,,2018-09-03 07:10:00
201891NM01075,294301.0,819954.0,-3.753806,57.257985,91,3,3,1,7,927,S12000017,3,95,6,60,9,4,4,9152,0,0,1,3,1,0,0,2,1,,2018-03-17 14:40:00
201891NM01195,,,,,91,3,2,1,3,927,S12000017,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,3,1,,2018-03-04 15:15:00
201891NM01220,286230.0,851309.0,-3.902054,57.53754300000001,91,2,3,4,6,927,S12000017,4,9090,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-06-04 15:43:00
201891NM01366,290523.0,817005.0,-3.815097,57.230619,91,3,2,3,6,927,S12000017,3,9,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,,2018-04-20 18:15:00
201891NM02730,295259.0,856270.0,-3.753458,57.58426600000001,91,3,1,1,7,927,S12000017,3,96,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,2018-01-13 23:00:00
201891NM31421,285591.0,856206.0,-3.915028,57.581345,91,3,2,1,2,927,S12000017,6,0,6,20,3,1,4,9090,0,0,1,8,1,0,0,2,2,,2018-10-15 08:50:00
201891NN00104,253288.0,844104.0,-4.447466,57.463398,91,1,2,1,2,927,S12000017,3,862,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-01-01 19:23:00
201891NN00773,270976.0,845265.0,-4.15346,57.479197,91,2,1,1,3,927,S12000017,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,,2018-09-01 16:32:00
201891NN01319,267304.0,846771.0,-4.215466,57.491654000000004,91,3,1,1,3,927,S12000017,3,9,1,30,1,2,3,82,0,0,1,3,3,0,0,1,1,,2018-01-16 11:45:00
201891NN01678,276130.0,852396.0,-4.0711949999999995,57.544647,91,2,2,1,7,927,S12000017,4,9039,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-01-20 15:19:00
201891NN02048,272219.0,836164.0,-4.127994999999999,57.39785500000001,91,3,2,1,4,927,S12000017,3,9,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1,,2018-01-24 17:24:00
201891NN02131,265791.0,844938.0,-4.239678,57.474756000000006,91,3,2,1,3,927,S12000017,6,0,6,30,9,4,6,0,0,0,1,8,2,0,0,1,2,,2018-01-23 13:30:00
201891NN02614,265367.0,843792.0,-4.246111,57.464344,91,3,2,1,4,927,S12000017,3,82,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,,2018-01-31 12:22:00
201891NN02657,270580.0,842268.0,-4.158471,57.452183,91,3,1,1,4,927,S12000017,3,9,3,70,5,4,4,9177,0,0,7,3,3,0,0,2,1,,2018-01-31 22:00:00
201891NN03104,268964.0,844769.0,-4.1867209999999995,57.474168000000006,91,3,2,2,2,927,S12000017,6,0,7,70,5,4,3,9,0,0,1,1,1,0,0,1,1,,2018-05-02 12:40:00
201891NN03234,268539.0,845646.0,-4.194274,57.481917,91,3,2,1,4,927,S12000017,4,865,3,40,1,4,6,0,0,0,4,2,2,0,0,1,1,,2018-07-02 21:30:00
201891NN03402,271721.0,845070.0,-4.140942,57.477658,91,3,3,1,3,927,S12000017,6,0,9,40,9,4,6,0,0,0,1,1,1,0,0,1,1,,2018-02-13 16:06:00
201891NN03588,272408.0,846526.0,-4.130256,57.49092099999999,91,3,2,4,3,927,S12000017,6,0,6,40,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-02-20 10:41:00
201891NN03881,269402.0,844398.0,-4.179225,57.470964,91,3,2,2,7,927,S12000017,4,9006,6,30,0,-1,-1,0,0,0,4,1,4,0,0,2,1,,2018-03-03 19:00:00
201891NN04160,267363.0,844367.0,-4.213177,57.470093999999996,91,3,1,1,1,927,S12000017,4,853,6,30,3,4,6,0,0,0,1,8,2,0,0,1,1,,2018-11-03 09:03:00
201891NN06723,265633.0,846356.0,-4.243091000000001,57.487437,91,3,3,1,7,927,S12000017,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,,2018-05-26 11:40:00
201891NN10082,266678.0,845539.0,-4.2252279999999995,57.480412,91,3,1,1,7,927,S12000017,6,0,6,30,3,4,6,0,0,5,1,-1,-1,0,0,1,2,,2018-09-15 12:00:00
201891NP00026,226006.0,781209.0,-4.8577449999999995,56.889487,91,2,2,1,1,927,S12000017,3,86,6,60,8,4,6,0,0,0,1,1,1,0,0,2,1,,2018-06-05 13:30:00
201891NP00052,202619.0,762630.0,-5.226625,56.713485999999996,91,3,1,1,4,927,S12000017,3,82,6,50,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-03-01 11:17:00
201891NP00092,216824.0,779000.0,-5.0066440000000005,56.866133999999995,91,3,2,1,5,927,S12000017,3,82,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-04-01 17:30:00
201891NP00643,226354.0,754012.0,-4.833579,56.645593000000005,91,2,2,6,1,927,S12000017,3,82,6,60,0,-1,-1,0,0,0,1,6,3,0,0,2,1,,2018-01-21 11:40:00
201891NP00654,204664.0,811406.0,-5.230917,57.151826,91,2,2,1,1,927,S12000017,3,87,6,60,0,-1,-1,0,0,0,6,3,2,0,7,2,1,,2018-01-21 18:30:00
201891NP00996,171436.0,785222.0,-5.755202,56.901787,91,3,1,1,6,927,S12000017,3,830,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-02-02 15:18:00
201891NP01051,185128.0,848101.0,-5.585125,57.472081,91,3,1,3,1,927,S12000017,3,896,6,60,0,-1,-1,0,0,0,6,8,4,0,0,2,2,,2018-04-02 01:00:00
201891NP01097,166935.0,822880.0,-5.863908,57.237065,91,3,1,1,2,927,S12000017,3,87,3,40,0,-1,-1,0,0,0,1,5,2,0,0,2,2,,2018-05-02 17:00:00
201891NP01163,158117.0,749826.0,-5.939962,56.577808,91,2,1,1,2,927,S12000017,4,849,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-12-02 09:00:00
201891NP01367,149272.0,847816.0,-6.181122,57.451135,91,3,1,1,6,927,S12000017,3,855,6,60,0,-1,-1,0,0,0,1,4,1,0,0,2,1,,2018-02-03 11:50:00
201891NP01443,223553.0,781905.0,-4.898437,56.894805000000005,91,3,1,1,6,927,S12000017,3,86,6,60,0,-1,-1,0,0,0,6,1,4,0,0,2,1,,2018-09-03 21:40:00
201891NP01729,225833.0,781219.0,-4.860587000000001,56.889511999999996,91,3,2,1,7,927,S12000017,3,86,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-03-31 09:30:00
201891NP01785,139404.0,842517.0,-6.339455,57.398117000000006,91,3,2,3,5,927,S12000017,4,885,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-05-04 16:30:00
201891NP02518,224674.0,755025.0,-4.861628,56.654056000000004,91,2,2,1,1,927,S12000017,3,82,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,,2018-05-27 12:20:00
201891NP02790,210222.0,759928.0,-5.100614,56.692401000000004,91,2,2,2,4,927,S12000017,4,863,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-06-13 16:20:00
201891NP03317,146943.0,833393.0,-6.204979,57.320636,91,1,4,3,4,927,S12000017,3,87,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-08 08:45:00
201891NP03463,226771.0,753200.0,-4.826242,56.638462,91,2,2,1,1,927,S12000017,3,87,6,60,0,-1,-1,0,-1,-1,1,2,2,-1,-1,2,-1,,2018-08-26 12:37:00
201891SNE0162,253373.0,852784.0,-4.45127,57.541321999999994,91,3,1,1,6,927,S12000017,3,862,6,60,0,-1,-1,0,0,0,6,9,-1,0,7,2,1,,2018-11-16 00:55:00
201891SNE0425,262051.0,867431.0,-4.314776999999999,57.675511,91,3,1,1,6,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,4,-1,-1,0,0,2,1,,2018-08-17 04:20:00
201891SNE0529,270457.0,870203.0,-4.175438,57.702891,91,3,1,1,1,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,6,1,2,0,0,1,1,,2018-11-11 02:15:00
201891SNE0598,271013.0,866858.0,-4.164324,57.673027000000005,91,3,1,1,1,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,,2018-04-15 00:30:00
201891SNE0681,255294.0,849622.0,-4.417330000000001,57.513563,91,2,2,1,5,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-06-28 07:38:00
201891SNE0765,268196.0,869004.0,-4.212689,57.691472,91,3,1,1,4,927,S12000017,4,817,6,40,3,4,6,0,0,0,1,3,3,0,0,2,1,,2018-02-28 08:52:00
201891SNE0791,264082.0,854458.0,-4.273465,57.559693,91,2,2,1,3,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-04-09 09:40:00
201891SNE0819,267624.0,854489.0,-4.21433,57.561023,91,3,1,1,3,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,4,0,0,2,1,,2018-11-27 09:30:00
201891SNE1033,214082.0,932387.0,-5.168947,58.240798,91,3,1,1,4,927,S12000017,4,869,6,60,0,-1,-1,0,0,0,1,-1,-1,0,0,2,1,,2018-06-20 10:11:00
201891SNE1082,284118.0,877355.0,-3.949817,57.770826,91,3,1,3,2,927,S12000017,4,9165,6,60,3,4,4,9166,0,0,1,1,1,0,0,2,1,,2018-01-10 10:40:00
201891SNE1099,254352.0,856991.0,-4.437454,57.579393,91,3,1,1,1,927,S12000017,3,862,6,60,9,4,3,835,0,0,4,1,1,0,0,2,1,,2018-12-08 04:50:00
201891SNE1107,263073.0,853453.0,-4.289748,57.550368000000006,91,1,3,2,7,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-07-21 08:30:00
201891SNE1116,278373.0,881536.0,-4.048456,57.806833999999995,91,3,2,1,7,927,S12000017,4,9174,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,,2018-02-17 08:50:00
201891SNE1139,276613.0,874854.0,-4.074607,57.746373,91,3,1,1,3,927,S12000017,4,817,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,,2018-02-20 11:15:00
201891SNE1171,271982.0,856470.0,-4.14259,57.580061,91,3,1,1,3,927,S12000017,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-12-06 10:40:00
201891SNE1193,274735.0,962546.0,-4.153153,58.532922,91,2,2,1,3,927,S12000017,3,836,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-06-26 10:40:00
201891SNE1213,207460.0,913111.0,-5.265658999999999,58.065105,91,3,1,1,5,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-07-06 10:56:00
201891SNE1334,237625.0,863071.0,-4.720926,57.628241,91,3,1,2,5,927,S12000017,3,832,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-30 11:45:00
201891SNE1411,240117.0,865519.0,-4.680866,57.651095999999995,91,3,1,1,2,927,S12000017,3,835,3,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-04-30 11:42:00
201891SNE1447,184505.0,839181.0,-5.5876470000000005,57.39181899999999,91,2,2,1,2,927,S12000017,6,0,9,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-09-04 11:00:00
201891SNE1468,218299.0,885065.0,-5.0607050000000005,57.818138,91,2,2,1,7,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-07-07 10:00:00
201891SNE1486,260435.0,864536.0,-4.340173,57.64903,91,1,6,1,4,927,S12000017,3,9,6,60,9,4,6,0,0,0,1,1,1,0,0,2,1,,2018-06-27 12:03:00
201891SNE1557,287012.0,879005.0,-3.901975,57.786378000000006,91,3,1,3,2,927,S12000017,4,9165,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-01-10 10:41:00
201891SNE1570,253315.0,849912.0,-4.450507,57.515529,91,2,1,1,3,927,S12000017,3,832,6,30,9,4,6,0,0,0,1,1,1,0,0,2,1,,2018-06-26 12:20:00
201891SNE1575,268399.0,872241.0,-4.211058,57.720585,91,3,1,1,6,927,S12000017,6,0,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-05-25 12:00:00
201891SNE1579,258739.0,862343.0,-4.367282,57.62882,91,2,1,1,6,927,S12000017,3,9,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,,2018-03-23 12:30:00
201891SNE1615,267760.0,889700.0,-4.231436,57.877097,91,3,1,1,7,927,S12000017,3,949,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-08-25 11:25:00
201891SNE1623,265162.0,869471.0,-4.263801,57.694763,91,2,2,2,5,927,S12000017,4,817,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,,2018-11-15 13:11:00
201891SNE1632,295451.0,910718.0,-3.77412,58.073133,91,2,2,1,7,927,S12000017,3,9,6,60,8,4,6,0,0,0,1,1,1,0,0,2,1,,2018-06-16 11:42:00
201891SNE1640,241202.0,867692.0,-4.664137,57.670977,91,2,2,2,7,927,S12000017,3,835,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,,2018-03-31 12:30:00
